person	organization	position	notes	g_e
Fry / John A.	Community Health Systems			m-W
Jennings / William Norris	Community Health Systems			m-W
Klein / Harvey	Community Health Systems			m-W
North / Julia B.	Community Health Systems			f-W
Smith / Wayne T.	Community Health Systems			m-W
Watson / H. Mitchell Jr.	Community Health Systems			m-W
Ault / Lee A. III	Office Depot			m-W
Austrian / Neil R.	Office Depot			m-W
Bateman / Justin	Office Depot			m-W
Bernauer / David W.	Office Depot			m-W
Colligan / Thomas J.	Office Depot			m-W
Evans / Marsha Johnson	Office Depot			f-W
Fuente / David I.	Office Depot			m-W
Gaines / Brenda J.	Office Depot			f-B
Hart / Myra M.	Office Depot			f-W
Hedrick / W. Scott	Office Depot			m-W
Mason / Kathleen	Office Depot			f-W
Rubin / James S.	Office Depot			m-W
Svider / Raymond	Office Depot			m-W
Blount / W. Frank	KBR			m-W
Carroll / Loren K.	KBR			m-W
Curtiss / Jeffrey E.	KBR			m-W
Huff / John R.	KBR			m-W
Lyles / Lester L.	KBR			m-B
Slater / Richard J.	KBR			m-W
Utt / William P.	KBR			m-W
Bluedorn / Todd M.	Eaton			m-W
Connor / Christopher M.	Eaton			m-W
Critelli / Michael J.	Eaton			m-W
Cutler / Alexander M.	Eaton			m-W
Golden / Charles E.	Eaton			m-W
Green / Ernie	Eaton			m-B
Johnson / Arthur E.	Eaton			m-B
Lautenbach / Ned C.	Eaton			m-W
McCoy / Deborah L.	Eaton			f-W
Page / Gregory R.	Eaton			m-W
Tooker / Gary L.	Eaton			m-W
Agrawal / Raj K.	Dollar General			m-A
Bryant / Warren F.	Dollar General			m-W
Calbert / Michael M.	Dollar General			m-W
Dreiling / Richard W.	Dollar General			m-W
Jones / Adrian	Dollar General			m-W
Rhodes / William C. III	Dollar General			m-W
Rickard / David B.	Dollar General			m-W
Cafferty / Pastora San Juan	Waste Management			f-L
Clark / James McConnell Jr.	Waste Management			m-W
Gross / Patrick W.	Waste Management			m-W
Pope / John C.	Waste Management			m-W
Reum / W. Robert	Waste Management			m-W
Rothmeier / Steven G.	Waste Management			m-W
Steiner / David P.	Waste Management			m-W
Weidemeyer / Thomas H.	Waste Management			m-W
Chicoine / David L.	Monsanto			m-W
Fields / Janice L.	Monsanto			f-W
Grant / Hugh	Monsanto			m-W
Harper / Arthur H.	Monsanto			m-B
Ipsen / Laura K.	Monsanto			f-W
King / Gwendolyn S.	Monsanto			f-B
McMillan / C. Steven	Monsanto			m-W
Parfet / William U.	Monsanto			m-W
Poste / George H.	Monsanto			m-W
Stevens / Robert J.	Monsanto			m-W
Batkin / Alan R.	Omnicom Group			m-W
Clark / Robert C.	Omnicom Group			m-W
Coleman / Leonard S. Jr.	Omnicom Group			m-B
Cook / Errol M.	Omnicom Group			m-W
Crawford / Bruce	Omnicom Group			m-W
Denison / Susan S.	Omnicom Group			f-W
Henning / Michael A.	Omnicom Group			m-W
Murphy / John R.	Omnicom Group			m-W
Purcell / John R.	Omnicom Group			m-W
Rice / Linda Johnson	Omnicom Group			f-B
Roubos / Gary L.	Omnicom Group			m-W
Wren / John D.	Omnicom Group			m-W
Lavitt / Mel S.	Jabil Circuit			m-W
Main / Timothy L.	Jabil Circuit			m-W
Morean / William D.	Jabil Circuit			m-W
Murphy / Lawrence J.	Jabil Circuit			m-W
Newman / Frank A.	Jabil Circuit			m-W
Raymund / Steven A.	Jabil Circuit			m-W
Sansone / Thomas A.	Jabil Circuit			m-W
Stout / David M.	Jabil Circuit			m-W
Walters / Kathleen A.	Jabil Circuit			f-W
DeFranco / James	DISH Network			m-W
Ergen / Cantey M.	DISH Network			f-W
Ergen / Charles W.	DISH Network			m-W
Goodbarn / Steven R.	DISH Network			m-W
Howard / Gary S.	DISH Network			m-W
Moskowitz / David K.	DISH Network			m-W
Ortolf / Tom A.	DISH Network			m-W
Vogel / Carl E.	DISH Network			m-W
Albaugh / James F.	TRW Automotive Holdings			m-W
Castaing / Francois J.	TRW Automotive Holdings			m-W
Friedman / Robert L.	TRW Automotive Holdings			m-W
Gambrell / Michael R.	TRW Automotive Holdings			m-W
Losh / J. Michael	TRW Automotive Holdings			m-W
Miller / Jody	TRW Automotive Holdings			f-W
O'Neill / Paul H.	TRW Automotive Holdings			m-W
Plant / John C.	TRW Automotive Holdings			m-W
Simpkins / Neil P.	TRW Automotive Holdings			m-W
Clariond / Eugenio	Navistar International			m-L
Correnti / John D.	Navistar International			m-W
Gulyas / Diane	Navistar International			f-W
Hammes / Michael N.	Navistar International			m-W
Harrison / David D.	Navistar International			m-W
Icahn / Carl C.	Navistar International			m-W
Keyes / James H.	Navistar International			m-W
Klinger / Steven J.	Navistar International			m-W
Osborne / William H.	Navistar International			m-W
Ustian / Daniel C.	Navistar International			m-W
Williams / Dennis D.	Navistar International			m-W
Bronson / Joseph R.	Jacobs Engineering Group			m-W
Coyne / John F.	Jacobs Engineering Group			m-W
Davidson / Robert C. Jr.	Jacobs Engineering Group			m-B
Fritzky / Edward V.	Jacobs Engineering Group			m-W
Jumper / John P.	Jacobs Engineering Group			m-W
Levinson / Linda Fayne	Jacobs Engineering Group			f-W
Martin / Craig L.	Jacobs Engineering Group			m-W
Montoya / Benjamin F.	Jacobs Engineering Group			m-L
Niles / Thomas M. T.	Jacobs Engineering Group			m-W
Robertson / Peter J.	Jacobs Engineering Group			m-W
Watson / Noel G.	Jacobs Engineering Group			m-W
Bakshi / Ken	World Fuel Services			m-A
Heel / Joachim	World Fuel Services			m-W
Kassar / Richard A.	World Fuel Services			m-W
Klein / Myles	World Fuel Services			m-W
Manley / John L.	World Fuel Services			m-W
Presby / J. Thomas	World Fuel Services			m-W
Roddenberry / Stephen K.	World Fuel Services			m-W
Stebbins / Paul H.	World Fuel Services			m-W
Browning / Peter C.	Nucor			m-W
Daley / Clayton C. Jr.	Nucor			m-W
DiMicco / Daniel R.	Nucor			m-W
Ferriola / John J.	Nucor			m-W
Gantt / Harvey B.	Nucor			m-B
Haynes / Victoria F.	Nucor			f-W
Hlavacek / James D.	Nucor			m-W
Kasriel / Bernard L.	Nucor			m-W
Kearney / Christopher J.	Nucor			m-W
Walker / John H.	Nucor			m-W
Caplin / Mortimer M.	Danaher			m-W
Culp / H. Lawrence Jr.	Danaher			m-W
Ehrlich / Donald J.	Danaher			m-W
Hefner / Linda P.	Danaher			f-W
Lohr / Walter G. Jr.	Danaher			m-W
Rales / Mitchell P.	Danaher			m-W
Rales / Steven M.	Danaher			m-W
Schwieters / John T.	Danaher			m-W
Spoon / Alan G.	Danaher			m-W
Zerhouni / Elias A.	Danaher			m-M
Davis / Tom C.	Dean Foods			m-W
Engles / Gregg L.	Dean Foods			m-W
Green / Stephen L.	Dean Foods			m-W
Hardin / Joseph S. Jr.	Dean Foods			m-W
Hill / Janet	Dean Foods			f-B
Mailloux / J. Wayne	Dean Foods			m-W
Muse / John R.	Dean Foods			m-W
Nevares / Hector M.	Dean Foods			m-L
Turner / Jim L.	Dean Foods			m-W
Wright / Doreen A.	Dean Foods			f-W
Day / James C.	Oneok			m-W
Edwards / Julie H.	Oneok			f-W
Ford / William L.	Oneok			m-W
Gibson / John W.	Oneok			m-W
Kyle / David L.	Oneok			m-W
Mackie / Bert H.	Oneok			m-W
Mogg / Jim W.	Oneok			m-W
Moore / Pattye L.	Oneok			f-W
Parker / Gary D.	Oneok			m-W
Rodriguez / Eduardo A.	Oneok			m-L
Smith / Gerald B.	Oneok			m-B
Tippeconnic / David J.	Oneok			m-W
Cole / John P. Jr.	Liberty Global			m-W
Curtis / Miranda	Liberty Global			f-W
Dick / John W.	Liberty Global			m-W
Fries / Michael T.	Liberty Global			m-W
Gould / Paul A.	Liberty Global			m-W
Green / Richard R.	Liberty Global			m-W
Malone / John C.	Liberty Global			m-W
Rapley / David E.	Liberty Global			m-W
Romrell / Larry E.	Liberty Global			m-W
Sparkman / J. C.	Liberty Global			m-W
Wargo / J. David	Liberty Global			m-W
Dinges / Dan O.	United States Steel			m-W
Drosdick / John G.	United States Steel			m-W
Gephardt / Richard A.	United States Steel			m-W
Lee / Charles R.	United States Steel			m-W
Lucchino / Frank J.	United States Steel			m-W
Mcneal / Glenda G.	United States Steel			f-B
Schofield / Seth E.	United States Steel			m-W
Spanier / Graham B.	United States Steel			m-W
Surma / John P.	United States Steel			m-W
Sutherland / David S.	United States Steel			m-W
Tracey / Patricia A.	United States Steel			f-W
Brown / Robert J.	AutoNation			m-B
Burdick / Rick L.	AutoNation			m-W
Crowley / William C.	AutoNation			m-W
Edelson / David B.	AutoNation			m-W
Gates / William H. III	AutoNation			m-W
Grusky / Robert R.	AutoNation			m-W
Huizenga / H. Wayne	AutoNation			m-W
Jackson / Mike J.	AutoNation			m-W
Lampert / Edward S.	AutoNation			m-W
Larson / Michael	AutoNation			m-W
Maroone / Michael E.	AutoNation			m-W
Migoya / Carlos A.	AutoNation			m-L
Bush / Mary K.	Marriott International			f-B
Kellner / Lawrence W.	Marriott International			m-W
Lee / Debra L.	Marriott International			f-B
Marriott / J. Willard Jr.	Marriott International			m-W
Marriott / John W. III	Marriott International			m-W
Muñoz / George	Marriott International			m-L
Pearce / Harry J.	Marriott International			m-W
Reinemund / Steven S.	Marriott International			m-W
Small / Lawrence M.	Marriott International			m-W
Sorenson / Arne M.	Marriott International			m-W
Crawford / Curtis J.	ITT			m-B
Gold / Christina A.	ITT			f-W
Hake / Ralph F.	ITT			m-W
Hamre / John J.	ITT			m-W
Kern / Paul J.	ITT			m-W
Loranger / Steven R.	ITT			m-W
MacInnis / Frank T.	ITT			m-W
Mohapatra / Surya N.	ITT			m-A
Ramos / Denise L.	ITT			m-W
Sanford / Linda S.	ITT			f-W
Tambakeras / Markos I.	ITT			m-W
Córdova / France A.	SAIC			f-L
Drummond / Jere A.	SAIC			m-W
Frist / Thomas F. III	SAIC			m-W
Hamre / John J.	SAIC			m-W
Havenstein / Walter P.	SAIC			m-W
John / Miriam E.	SAIC			f-W
Jones / Anita K.	SAIC			f-W
Jumper / John P.	SAIC			m-W
Kraemer / Harry M. Jansen Jr.	SAIC			m-W
Nussdorf / Lawrence C.	SAIC			m-W
Sanderson / Edward J. Jr.	SAIC			m-W
Simpson / Louis A.	SAIC			m-W
Young / A. Thomas	SAIC			m-W
Dorman / David W.	Yum Brands			m-W
Ferragamo / Massimo	Yum Brands			m-W
Grissom / J. David	Yum Brands			m-W
Hill / Bonnie G.	Yum Brands			f-B
Holland / Robert Jr.	Yum Brands			m-B
Langone / Kenneth G.	Yum Brands			m-W
Linen / Jonathan S.	Yum Brands			m-W
Nelson / Thomas C.	Yum Brands			m-W
Novak / David C.	Yum Brands			m-W
Ryan / Thomas M.	Yum Brands			m-W
Su / Jingshyn	Yum Brands			m-A
Walter / Robert D.	Yum Brands			m-W
Allison / John A. IV	BB&T Corp.			m-W
Banner / Jennifer S.	BB&T Corp.			f-W
Boyer / K. David Jr.	BB&T Corp.			m-B
Cablik / Anna R.	BB&T Corp.			f-L
Deal / Ronald E.	BB&T Corp.			m-W
Glover / J. Littleton Jr.	BB&T Corp.			m-W
Helm / Jane P.	BB&T Corp.			f-W
Howe / John P. III	BB&T Corp.			m-W
King / Kelly S.	BB&T Corp.			m-W
Lee / Valeria Lynch	BB&T Corp.			f-B
Morrison / J. Holmes	BB&T Corp.			m-W
Qubein / Nido R.	BB&T Corp.			m-M
Skains / Tom	BB&T Corp.			m-W
Thompson / Tommy N.	BB&T Corp.			m-W
Williams / Stephen T.	BB&T Corp.			m-W
Bernhard / Robert J.	Cummins			m-W
Díaz / Franklin Chang	Cummins			m-L
Dobbs / Stephen B.	Cummins			m-W
Herdman / Robert	Cummins			m-W
Herman / Alexis M.	Cummins			f-B
Linebarger / N. Thomas	Cummins			m-W
Miller / William I.	Cummins			m-W
Nelson / Georgia R.	Cummins			f-W
Solso / Theodore M.	Cummins			m-W
Ware / Carl	Cummins			m-B
Bateman / Maureen S.	Entergy			f-W
Blount / W. Frank	Entergy			m-W
Edwards / Gary W.	Entergy			m-W
Herman / Alexis M.	Entergy			f-B
Hintz / Donald C.	Entergy			m-W
Leonard / J. Wayne	Entergy			m-W
Levenick / Stuart L.	Entergy			m-W
Myers / Stewart C.	Entergy			m-W
Nichols / James R.	Entergy			m-W
Percy / William A. II	Entergy			m-W
Tauzin / W. J.	Entergy			m-W
Wilkinson / Steven V.	Entergy			m-W
Bader / Kathleen M.	Textron			f-W
Clark / R. Kerry	Textron			m-W
Donnelly / Scott C.	Textron			m-W
Evans / Ivor J.	Textron			m-W
Fish / Lawrence K.	Textron			m-W
Ford / Joe T.	Textron			m-W
Gagné / Paul E.	Textron			m-W
Hancock / Dain M.	Textron			m-W
Powell / Charles D.	Textron			m-W
Trotter / Lloyd G.	Textron			m-B
Wheeler / Thomas B.	Textron			m-W
Ziemer / James L.	Textron			m-W
Baker / Leslie M. Jr.	Marsh & McLennan			m-W
Carter / Zachary W.	Marsh & McLennan			m-B
Duperreault / Brian	Marsh & McLennan			m-W
Fanjul / Oscar	Marsh & McLennan			m-L
Hanway / H. Edward	Marsh & McLennan			m-W
Hardis / Stephen R.	Marsh & McLennan			m-W
King / Gwendolyn S.	Marsh & McLennan			f-B
Lang / Lord	Marsh & McLennan			m-W
Nolop / Bruce P.	Marsh & McLennan			m-W
Oken / Marc D.	Marsh & McLennan			m-W
Schapiro / Morton O.	Marsh & McLennan			m-W
Simmons / Adele	Marsh & McLennan			f-W
Baum / Herbert M.	US Airways Group			m-W
Hart / Matthew J.	US Airways Group			m-W
Kraemer / Richard C.	US Airways Group			m-W
Krongard / Cheryl G.	US Airways Group			f-W
Lakefield / Bruce R.	US Airways Group			m-W
O'Leary / Denise M.	US Airways Group			f-W
Parker / W. Douglas	US Airways Group			m-W
Philip / George M.	US Airways Group			m-W
Whisler / J. Steven	US Airways Group			m-W
Babb / Ralph W. Jr.	Texas Instruments			m-W
Boren / David L.	Texas Instruments			m-W
Carp / Daniel A.	Texas Instruments			m-W
Cox / Carrie S.	Texas Instruments			f-W
Goode / David R.	Texas Instruments			m-W
MacMillan / Stephen P.	Texas Instruments			m-W
Patsley / Pamela H.	Texas Instruments			f-W
Sanders / Wayne R.	Texas Instruments			m-W
Simmons / Ruth J.	Texas Instruments			f-B
Templeton / Richard K.	Texas Instruments			m-W
Whitman / Christine Todd	Texas Instruments			f-W
Beall / Robert M. II	SunTrust Banks			m-W
Correll / Alston D.	SunTrust Banks			m-W
Crowe / Jeffrey C.	SunTrust Banks			m-W
Garrett / Blake P.	SunTrust Banks			m-W
Hughes / David H.	SunTrust Banks			m-W
Ivester / M. Douglas	SunTrust Banks			m-W
Lanier / J. Hicks	SunTrust Banks			m-W
Linnenbringer / William A.	SunTrust Banks			m-W
Minor / G. Gilmer III	SunTrust Banks			m-W
Prince / Larry L.	SunTrust Banks			m-W
Royal / Frank S.	SunTrust Banks			m-B
Watjen / Thomas R.	SunTrust Banks			m-W
Wells / James M. III	SunTrust Banks			m-W
Williams / Karen Hastie	SunTrust Banks			f-B
Wynn / Phail Jr.	SunTrust Banks			m-B
Alexander / Barbara T.	Qualcomm			f-W
Bennett / Stephen M.	Qualcomm			m-W
Cruickshank / Donald G.	Qualcomm			m-W
Dittamore / Raymond V.	Qualcomm			m-W
Horton / Thomas W.	Qualcomm			m-W
Jacobs / Irwin Mark	Qualcomm			m-W
Jacobs / Paul E.	Qualcomm			m-W
Kahn / Robert E.	Qualcomm			m-W
Lansing / Sherry	Qualcomm			f-W
Nelles / Duane A.	Qualcomm			m-W
Ros / Francisco	Qualcomm			m-L
Scowcroft / Brent	Qualcomm			m-W
Stern / Marc I.	Qualcomm			m-W
Andresen / David	Land O'Lakes			m-W
Brand / Rick	Land O'Lakes			m-W
Buys / Harley	Land O'Lakes			m-W
Christenson / Mark	Land O'Lakes			m-W
Deatherage / James	Land O'Lakes			m-W
Hager / Jim	Land O'Lakes			m-W
Liszt / Howard	Land O'Lakes			m-W
Mohr / Ronnie	Land O'Lakes			m-W
Muzzall / Ron	Land O'Lakes			m-W
Reimer / Doug	Land O'Lakes			m-W
Richey / Rich	Land O'Lakes			m-W
Thompson / Robert L.	Land O'Lakes			m-W
Troike / Jeff	Land O'Lakes			m-W
Vetter / Galen	Land O'Lakes			m-W
Voth / Myron	Land O'Lakes			m-W
Bennett / Robert R.	Liberty Media			m-W
Fisher / Donne F.	Liberty Media			m-W
Gilchrist / M. Ian G.	Liberty Media			m-W
Maffei / Gregory B.	Liberty Media			m-W
Malone / Evan D.	Liberty Media			m-W
Malone / John C.	Liberty Media			m-W
Rapley / David E.	Liberty Media			m-W
Robison / M. LaVoy	Liberty Media			m-W
Romrell / Larry E.	Liberty Media			m-W
Wong / Andrea L.	Liberty Media			f-A
Cornwell / W. Don	Avon Products			m-B
Hailey / V. Ann	Avon Products			f-W
Hassan / Fred	Avon Products			m-A
Jung / Andrea	Avon Products			f-A
Lagomasino / Maria Elena	Avon Products			f-L
Moore / Ann S.	Avon Products			f-W
Pressler / Paul S.	Avon Products			m-W
Rodkin / Gary M.	Avon Products			m-W
Stern / Paula	Avon Products			f-W
Weinbach / Lawrence A.	Avon Products			m-W
Biegler / David W.	Southwest Airlines			m-W
Brooks / Douglas H.	Southwest Airlines			m-W
Cunningham / William H.	Southwest Airlines			m-W
Denison / John G.	Southwest Airlines			m-W
Johnson / Travis C.	Southwest Airlines			m-W
Kelly / Gary C.	Southwest Airlines			m-W
Loeffler / Nancy B.	Southwest Airlines			f-W
Montford / John T.	Southwest Airlines			m-W
Nealon / Thomas M.	Southwest Airlines			m-W
Villanueva / Daniel D.	Southwest Airlines			m-L
Bohn / Robert G.	Parker Hannifin			m-W
Harty / Linda S.	Parker Hannifin			f-W
Kassling / William E.	Parker Hannifin			m-W
Kohlhepp / Robert J.	Parker Hannifin			m-W
Mueller / Klaus-Peter	Parker Hannifin			m-W
Obourn / Candy M.	Parker Hannifin			f-W
Scaminace / Joseph M.	Parker Hannifin			m-W
Schmitt / Wolfgang R.	Parker Hannifin			m-W
Svensson / Ake	Parker Hannifin			m-W
Tambakeras / Markos I.	Parker Hannifin			m-W
Wainscott / James L.	Parker Hannifin			m-W
Washkewicz / Donald E.	Parker Hannifin			m-W
Cochran / Phyllis E.	Mosaic			f-W
Graber / William R.	Mosaic			m-W
Koenig / Emery N.	Mosaic			m-W
Lumpkins / Robert L.	Mosaic			m-W
MacKay / Harold H.	Mosaic			m-W
Mathis / David B.	Mosaic			m-W
Monahan / William T.	Mosaic			m-W
Popowich / James L.	Mosaic			m-W
Prokopanko / James T.	Mosaic			m-W
Rial / Sergio	Mosaic			m-L
Seaton / David T.	Mosaic			m-W
Seibert / Steven M.	Mosaic			m-W
Cournoyer / Christine M.	BJ's Wholesale Club			f-W
Danos / Paul	BJ's Wholesale Club			m-W
English / Edmond J.	BJ's Wholesale Club			m-W
Peters / Helen Frame	BJ's Wholesale Club			f-W
Schlesinger / Leonard A.	BJ's Wholesale Club			m-W
Sen / Laura J.	BJ's Wholesale Club			f-A
Sheehan / Michael J.	BJ's Wholesale Club			m-W
Shields / Thomas J.	BJ's Wholesale Club			m-W
Zarkin / Herbert J.	BJ's Wholesale Club			m-W
Bunch / Charles E.	H.J. Heinz			m-W
Coleman / Leonard S. Jr.	H.J. Heinz			m-B
Drosdick / John G.	H.J. Heinz			m-W
Holiday / Edith E.	H.J. Heinz			f-W
Johnson / William R.	H.J. Heinz			m-W
Kendle / Candace	H.J. Heinz			f-W
O'Hare / Dean R.	H.J. Heinz			m-W
Peltz / Nelson	H.J. Heinz			m-W
Reilley / Dennis H.	H.J. Heinz			m-W
Swann / Lynn C.	H.J. Heinz			m-B
Usher / Thomas J.	H.J. Heinz			m-W
Weinstein / Michael F.	H.J. Heinz			m-W
Casper / Marc N.	Thermo Fisher Scientific			m-W
Chai / Nelson J.	Thermo Fisher Scientific			m-A
Jacks / Tyler	Thermo Fisher Scientific			m-W
Lewent / Judy C.	Thermo Fisher Scientific			f-W
Lynch / Thomas J.	Thermo Fisher Scientific			m-W
Manning / Peter J.	Thermo Fisher Scientific			m-W
Manzi / Jim P.	Thermo Fisher Scientific			m-W
Parrett / William G.	Thermo Fisher Scientific			m-W
Porter / Michael E.	Thermo Fisher Scientific			m-W
Sperling / Scott M.	Thermo Fisher Scientific			m-W
Ullian / Elaine S.	Thermo Fisher Scientific			f-W
Caulfield / E. Michael	Unum Group			m-W
Fossel / Jon S.	Unum Group			m-W
Godwin / Pamela H.	Unum Group			f-W
Goldsberry / Ronald E.	Unum Group			m-B
Kabat / Kevin T.	Unum Group			m-W
Kinser / Thomas	Unum Group			m-W
Larson / Gloria C.	Unum Group			f-W
MacMillan / A. S. Jr.	Unum Group			m-W
Muhl / Edward J.	Unum Group			m-W
Passarella / Michael J.	Unum Group			m-W
Ryan / William J.	Unum Group			m-W
Watjen / Thomas R.	Unum Group			m-W
Bullock / Mary Brown	Genuine Parts			f-W
Douville / Jean	Genuine Parts			m-W
Gallagher / Thomas C.	Genuine Parts			m-W
Guynn / Jack	Genuine Parts			m-W
Holder / John R.	Genuine Parts			m-W
Johns / John D.	Genuine Parts			m-W
Johns / Michael M. E.	Genuine Parts			m-W
Lanier / J. Hicks	Genuine Parts			m-W
Loudermilk / Robert C. Jr.	Genuine Parts			m-W
Needham / Wendy B.	Genuine Parts			f-W
Nix / Jerry W.	Genuine Parts			m-W
Prince / Larry L.	Genuine Parts			m-W
Rollins / Gary W.	Genuine Parts			m-W
Broatch / Robert E.	Guardian Life Ins. Co. of America			m-W
Campbell / Lloyd E.	Guardian Life Ins. Co. of America			m-B
Cavanagh / Richard E.	Guardian Life Ins. Co. of America			m-W
Daley / James E.	Guardian Life Ins. Co. of America			m-W
Duncan / Deborah L.	Guardian Life Ins. Co. of America			f-W
Guenther / Paul B.	Guardian Life Ins. Co. of America			m-W
Manning / Dennis J.	Guardian Life Ins. Co. of America			m-W
Somers / John A.	Guardian Life Ins. Co. of America			m-W
Squeri / Stephen J.	Guardian Life Ins. Co. of America			m-W
Waite / Donald C. III	Guardian Life Ins. Co. of America			m-W
Bay / Mogens C.	Peter Kiewit Sons'			m-W
Cassels / Scott L.	Peter Kiewit Sons'			m-W
Colf / Richard W.	Peter Kiewit Sons'			m-W
Geary / Richard	Peter Kiewit Sons'			m-W
Grewcock / Bruce E.	Peter Kiewit Sons'			m-W
Hansen / Steven	Peter Kiewit Sons'			m-W
McCarthy / Michael R.	Peter Kiewit Sons'			m-W
Murphy / Christopher J.	Peter Kiewit Sons'			m-W
Patterson / Douglas E.	Peter Kiewit Sons'			m-W
Scott / Walter Jr.	Peter Kiewit Sons'			m-W
Stinson / Kenneth E.	Peter Kiewit Sons'			m-W
Baker / John D. II	Progress Energy			m-W
Bostic / James E. Jr.	Progress Energy			m-B
Deloach / Harris E. Jr.	Progress Energy			m-W
Habermeyer / H. William Jr.	Progress Energy			m-W
Hyler / James B. Jr.	Progress Energy			m-W
Johnson / William D.	Progress Energy			m-W
Jones / Robert W.	Progress Energy			m-W
Jones / W. Steven	Progress Energy			m-W
Martinez / Melquiades R.	Progress Energy			m-L
McKee / E. Marie	Progress Energy			f-W
